EmpID,Location,Gender,Level,Date Of Joining,Overall Rating,Career Growth,Compensation and Benefits,Work-life Balance,Comments
a80b75x615,LocF,Women,Middle,29-Oct-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing
a82b10x640,LocB,Men,Junior,30-Sep-18,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Everything
a82b86x616,LocE,Men,Junior,06-Jul-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,More learning opportunities
a82b92x692,Remote,Men,Junior,29-Jan-18,Neutral,Neutral,Dissatisfied,Dissatisfied,"Job security, Few teams o worked with, there were few good projeCompanyB too."
a80b02x613,LocD,Women,Middle,05-Sep-23,Very Satisfied,Satisfied,Dissatisfied,Very Satisfied,Good Company provides all benefits
a82b87x663,LocF,Men,Junior,19-Jun-07,Very Satisfied,Satisfied,Satisfied,Satisfied,Everything
a80b24x631,Remote,Women,Senior,06-Jun-06,Satisfied,Satisfied,Satisfied,Satisfied,"Work Life balance
Appraisal"
a81b75x631,LocG,Men,Junior,05-Jun-17,Neutral,Satisfied,Satisfied,Satisfied,Very few good manager
a80b99x653,Remote,Women,Senior,26-Sep-14,Satisfied,Very Satisfied,Neutral,Satisfied,"If we get good manager, we will be recognized for our hardworking and vice versa."
a81b22x676,LocB,Men,Senior,08-Jan-06,Neutral,Very Satisfied,Satisfied,Very Satisfied,I like everything
a81b59x677,LocG,Men,Junior,16-Apr-22,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a81b00x659,LocE,Men,Middle,19-Jul-10,Neutral,Satisfied,Dissatisfied,Satisfied,0
a80b44x602,LocA,Women,Senior,15-Oct-21,Satisfied,Very Satisfied,Neutral,Very Satisfied,Work and life balance
a80b76x621,LocC,UD,Junior,29-Apr-19,Very Satisfied,Very Satisfied,Very Dissatisfied,Satisfied,Loved to work and best team ever!
a81b44x663,Remote,Men,Middle,23-Oct-21,Neutral,Neutral,Neutral,Very Satisfied,work life balance
a82b96x602,LocC,Men,Junior,25-Mar-08,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Culture is not good at all
a81b80x673,LocA,Women,Junior,05-Oct-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very good atmosphere and employee centric
a81b49x671,LocB,Men,Middle,06-Jan-19,Neutral,Satisfied,Neutral,Very Satisfied,0
a81b39x665,LocD,Men,Junior,21-Jul-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a80b12x613,LocG,Women,Senior,09-Oct-17,Neutral,Satisfied,Dissatisfied,Neutral,"Hybrid mode, helps in learning new things"
a81b69x646,LocC,Men,Junior,13-Jan-17,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,No comments
a80b25x624,Remote,Women,Middle,14-Mar-13,Neutral,Satisfied,Neutral,Dissatisfied,Work life balance is not good
a80b62x618,LocB,Women,Middle,21-Nov-09,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,We have a job security and it's really good experience working in CompanyX they provide a good hike . Work satisfaction is there. Work culture is good
a80b06x682,LocG,Women,Junior,23-Jul-05,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,You can learn in CompanyX
a81b39x623,LocE,Men,Middle,16-Jun-06,Very Satisfied,Satisfied,Neutral,Very Satisfied,Balanced work life
a82b26x609,LocF,Men,Junior,01-Jan-06,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing as such
a80b21x613,LocG,Women,Junior,16-Feb-20,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work nature was good
a80b69x689,LocE,Men,Middle,10-Dec-19,Very Satisfied,Satisfied,Neutral,Satisfied,"No transparency in how the packages are decided
Still following the bell curve approach, which creates hurdles for growth in the team, and creates dissatisfaction in team.
Single digit, or no hikes.
Packages to existing employees are way below market standards."
a81b61x671,Remote,UD,Junior,24-Dec-23,Satisfied,Very Dissatisfied,Neutral,Satisfied,Good learning
a80b77x619,LocB,Men,Middle,20-Nov-18,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a80b55x611,LocD,Men,Middle,16-Jan-12,Neutral,Neutral,Dissatisfied,Dissatisfied,Missing work life balance
a80b94x622,LocA,Women,Middle,06-May-10,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Everyone is very supportive
a82b17x666,LocG,Men,Junior,18-May-13,Satisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Employee will have job guarantee for sure
a81b38x602,LocD,Men,Senior,23-Aug-07,Dissatisfied,Satisfied,Neutral,Very Satisfied,0
a80b69x675,Remote,Women,Junior,02-Jul-18,Satisfied,Satisfied,Satisfied,Very Satisfied,Inter department cordination
a82b02x670,LocE,Men,Junior,24-Feb-23,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Nothing
a80b99x666,LocF,Women,Junior,09-Jun-14,Satisfied,Satisfied,Neutral,Satisfied,CompanyX is a brand everyone wish to work with. Flexi policy makes it easy to achieve work life balance
a80b61x658,Remote,Women,Middle,05-Mar-16,Satisfied,Very Satisfied,Satisfied,Neutral,Company culture
a80b34x601,LocA,Women,Middle,03-Apr-13,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Ok
a82b38x680,LocC,Men,Junior,30-Jun-20,Neutral,Satisfied,Neutral,Satisfied,Appraisal
a80b80x691,LocF,Women,Senior,04-May-19,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,"You can stay here without a project, without any work on bench. Nobody will fire you. 
You can stay here, learn from their courses and prepare for some other exam or other job"
a82b11x645,Remote,Men,Junior,01-Oct-17,Neutral,Neutral,Dissatisfied,Satisfied,for freshers get good experience
a80b04x649,LocF,Women,Junior,25-Nov-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Enjoyed much while working in CompanyX, it's a good place to work in a good environment. Work Life balance is well maintained here for employees."
a80b43x698,LocA,Women,Middle,25-May-18,Satisfied,Very Satisfied,Satisfied,Very Satisfied,"work culture, learning, colleagues, office atmosphere"
a82b85x600,LocG,Men,Junior,25-Oct-13,Very Satisfied,Satisfied,Satisfied,Satisfied,good
a80b01x619,LocG,Women,Junior,13-Sep-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Loved it
a80b56x658,LocF,Women,Middle,30-Dec-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Excellent work culture.
Great work life balance 
Job security"
a82b98x616,LocA,Women,Junior,17-Apr-07,Satisfied,Satisfied,Very Satisfied,Satisfied,Technology and Learning platform
a81b95x641,LocD,Men,Middle,18-Jul-19,Satisfied,Satisfied,Dissatisfied,Neutral,Work life balance
a82b14x698,LocG,Men,Junior,09-May-24,Satisfied,Satisfied,Neutral,Neutral,Notice period is too much and should give flexible work environment
a80b72x690,LocG,Men,Junior,28-Mar-16,Neutral,Satisfied,Very Dissatisfied,Satisfied,CG has a notice period of 90 days which is very awkard. Very less increament. No oppurtunities for growth
a80b11x677,LocA,Women,Middle,23-May-22,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Culture and Work life balance
a81b02x612,Remote,Men,Middle,18-Mar-14,Neutral,Satisfied,Dissatisfied,Neutral,Slow growth
a81b22x663,LocF,Men,Middle,18-Feb-22,Satisfied,Very Satisfied,Neutral,Very Satisfied,0
a80b06x604,LocD,Women,Junior,28-Apr-22,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,No pressure at the workplace
a81b47x659,LocE,Women,Middle,07-May-14,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,"Bad Management, Lot of partiality and politics, undeserving, ignorant, egoist and selfish motive Managers, Pathetic upper management intervention and influence"
a80b57x611,LocG,Women,Middle,09-Jan-13,Satisfied,Satisfied,Satisfied,Satisfied,Communication gap
a81b36x645,LocC,Men,Junior,26-Aug-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,The company is open to innovation and adopts latest technology.
a81b73x667,LocF,Men,Junior,05-Sep-20,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Nice place to work but growth is nil.
a81b04x650,LocB,Men,Junior,10-Jan-23,Very Satisfied,Satisfied,Dissatisfied,Very Satisfied,Work life balance
a81b21x645,LocG,Men,Senior,15-Nov-23,Satisfied,Satisfied,Neutral,Neutral,Appraisal
a80b87x656,LocC,Women,Senior,19-Mar-09,Satisfied,Satisfied,Satisfied,Satisfied,Security and office environment
a82b11x604,LocC,Men,Junior,22-May-24,Satisfied,Satisfied,Dissatisfied,Satisfied,Yes
a82b19x698,LocA,Men,Junior,21-Jun-09,Satisfied,Very Satisfied,Satisfied,Satisfied,compensation growth
a80b24x603,LocG,Women,Junior,30-Aug-22,Satisfied,Satisfied,Satisfied,Very Satisfied,Company Culture
a82b13x640,LocD,Men,Junior,16-Mar-19,Satisfied,Neutral,Dissatisfied,Neutral,0
a81b42x667,LocA,Men,Junior,26-May-08,Neutral,Very Satisfied,Dissatisfied,Satisfied,Work life is balanced
a81b09x692,LocF,Men,Middle,18-Dec-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Culture and environment
a80b08x624,LocE,Women,Senior,17-Nov-10,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Work Life Balanced
a82b92x616,LocE,Men,Junior,06-Dec-19,Dissatisfied,Neutral,Neutral,Neutral,Work Culture
a81b73x628,LocB,Men,Junior,24-Feb-21,Satisfied,Very Satisfied,Neutral,Neutral,The work structure is good .can grow the skill to good level.more development in life . larger client communication by employees
a80b04x610,LocA,Women,Senior,15-Nov-22,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Environment
a80b93x691,LocF,Women,Senior,16-Apr-10,Very Satisfied,Satisfied,Neutral,Very Satisfied,Senior are very supportive and helping
a81b11x673,LocE,Men,Junior,08-Aug-11,Very Dissatisfied,Very Satisfied,Satisfied,Satisfied,Yes I like to work
a82b86x646,LocF,Men,Junior,22-Jan-06,Satisfied,Satisfied,Neutral,Satisfied,"learning,work environment is good,job security is there"
a80b67x690,LocA,Men,Middle,02-Apr-15,Very Satisfied,Very Satisfied,Satisfied,Satisfied,"Infrastructure, company policies"
a81b08x619,LocC,Men,Junior,11-Jun-07,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a81b77x686,Remote,Men,Junior,30-Oct-17,Satisfied,Satisfied,Neutral,Neutral,0
a82b30x692,LocC,Men,Junior,19-Aug-20,Neutral,Neutral,Very Dissatisfied,Satisfied,"Salary, appraisal,onsite opportunity"
a80b63x664,Remote,Women,Middle,04-Jan-24,Satisfied,Neutral,Satisfied,Neutral,Facilities
a80b38x620,LocC,Women,Junior,29-May-19,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Don't dislike but I am learning more skills with other organizations.
a81b12x686,Remote,Men,Middle,28-Mar-20,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,They terminate even freshers also
a80b50x658,LocA,Women,Junior,16-May-19,Very Satisfied,Very Satisfied,Neutral,Satisfied,Good
a81b49x673,LocD,Men,Junior,19-Sep-12,Satisfied,Satisfied,Neutral,Satisfied,Get to learn and work in latest technologies and tools
a80b14x635,LocA,Women,Junior,16-May-09,Satisfied,Very Satisfied,Neutral,Satisfied,It's good company to enhance our skills
a80b31x664,LocF,Women,Junior,27-Sep-23,Neutral,Neutral,Neutral,Neutral,hybrid working model
a80b12x645,LocD,Women,Senior,24-Oct-24,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Job security i felt
a82b16x634,LocC,Men,Junior,05-May-12,Satisfied,Satisfied,Satisfied,Satisfied,"Secure and Great organization to work, in term of culture and work life balance is also very good"
a80b25x688,LocA,Women,Senior,14-Oct-06,Satisfied,Satisfied,Neutral,Very Satisfied,good learnig for freshers and supporting managers
a80b28x600,LocA,Women,Senior,04-Nov-19,Satisfied,Satisfied,Neutral,Neutral,Work life balance at times.
a80b01x684,Remote,Women,Senior,02-Dec-14,Satisfied,Neutral,Satisfied,Neutral,Good company to learn and grow technically
a80b74x605,LocD,Women,Middle,18-Dec-09,Satisfied,Very Satisfied,Neutral,Very Satisfied,All depends on client
a80b12x631,LocA,Women,Senior,13-May-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nice
a81b85x677,LocB,Men,Middle,16-Oct-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing dislike
a80b70x699,LocA,Men,Middle,15-Aug-16,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Great organization to work
a81b88x661,LocE,Men,Junior,30-Aug-17,Satisfied,Satisfied,Neutral,Neutral,Good
a80b85x685,LocE,Women,Junior,17-Mar-16,Neutral,Neutral,Neutral,Neutral,Goodggh
a81b01x626,LocG,Women,Middle,22-Sep-14,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent company in all aspeCompanyB.
a81b39x668,LocE,Women,Junior,26-Aug-20,Satisfied,Satisfied,Satisfied,Satisfied,Very nice company and atmosphere working with team
a80b33x676,LocG,Women,Junior,17-Feb-05,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Job security work life balance
a82b89x699,LocA,Men,Junior,13-Dec-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good work environment and culture.
a80b00x697,LocB,Women,Middle,22-May-09,Satisfied,Dissatisfied,Neutral,Neutral,New projeCompanyB to work and and good rmg process
a80b20x644,Remote,Women,Junior,22-Jan-15,Satisfied,Satisfied,Neutral,Neutral,Work from home facility provides for outsiders
a81b81x646,LocE,Women,Middle,01-Jan-14,Satisfied,Neutral,Neutral,Very Satisfied,Very good place to learn and develop new skills. Work environment is good. Job security.
a81b62x660,LocF,Men,Junior,17-May-15,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,manager can lead your life and hr is not so supportive.
a80b43x646,LocC,Women,Middle,01-Jul-21,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good for a fresher to start with
a81b20x675,LocE,Men,Middle,05-May-20,Satisfied,Neutral,Neutral,Dissatisfied,All is good
a80b39x655,LocF,Women,Middle,13-Jul-13,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Not interested to say anything
a80b44x686,Remote,Women,Senior,04-Apr-14,Satisfied,Satisfied,Satisfied,Satisfied,Good
a80b39x681,LocE,Women,Junior,13-Jul-06,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Best place to work
a80b79x688,LocF,Women,Middle,24-May-12,Satisfied,Satisfied,Dissatisfied,Satisfied,Salary compensation is low
a80b81x658,Remote,Women,Junior,24-Jul-21,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Work life balance
a81b22x611,LocC,Men,Junior,24-Sep-07,Neutral,Very Satisfied,Neutral,Dissatisfied,Workplace culture is good
a82b90x619,LocA,Men,Junior,22-Jul-21,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Nothing
a81b75x654,LocB,Men,Junior,08-May-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Work Environment
a80b43x659,LocC,Women,Junior,26-May-16,Satisfied,Neutral,Dissatisfied,Satisfied,Work life balance
a82b98x660,LocD,Men,Junior,19-Dec-15,Neutral,Satisfied,Dissatisfied,Dissatisfied,"Allowed to do work from home, which was not there officially. But working time increased. Also support for Internet Connection and Telephone connectivity was expected from company. Support for home office setup is also expected."
a80b15x607,LocD,Women,Junior,05-Aug-07,Neutral,Neutral,Neutral,Very Dissatisfied,"CompanyX is a right platform for the freshers, but when the experience candidate cannot last working for more time, because of no hikes, no bones, and work life balance is very difficult.."
a81b58x688,LocA,Men,Junior,04-May-17,Neutral,Neutral,Neutral,Satisfied,Lost between practice and project
a81b04x689,Remote,Men,Junior,06-Sep-24,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,0
a82b22x610,LocA,UD,Junior,18-Sep-05,Neutral,Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a81b82x616,LocG,Men,Junior,26-Mar-14,Neutral,Satisfied,Neutral,Satisfied,Higher management
a80b83x647,Remote,Women,Junior,10-May-05,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Work Culture, Work Life balance"
a82b96x626,LocG,Men,Junior,06-Nov-05,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,"Big company, good work life balance"
a82b97x615,LocC,Men,Junior,25-May-10,Satisfied,Very Satisfied,Neutral,Very Satisfied,Compensation for existing employees
a82b90x626,Remote,Men,Junior,03-Nov-08,Very Satisfied,Satisfied,Neutral,Satisfied,Work life
a80b85x697,LocB,Women,Middle,22-May-08,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Good campus
a80b10x654,LocA,Women,Senior,21-Oct-05,Satisfied,Satisfied,Satisfied,Very Satisfied,No dislikes
a80b22x616,LocC,Women,Middle,29-Dec-08,Satisfied,Satisfied,Neutral,Satisfied,Good environment
a81b98x652,Remote,Men,Middle,27-May-12,Satisfied,Satisfied,Satisfied,Satisfied,"opportunities in the evolving world of cloud, digital and platforms"
a80b27x629,LocF,Women,Senior,22-Aug-23,Satisfied,Satisfied,Dissatisfied,Neutral,i will not getting a reasonable Salary and benefits for my work.
a82b35x642,Remote,Men,Junior,25-Aug-11,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,"All is about your manager, unlucky i got a very bad manager for few months that time was horrible. But later i got good manager also so i have both the varieties. This year 2018 50% + employees got 0% hike and average 80% incentives. That means last 2 years you are in the same salary. CTC is what offered by company is joke as you will not get that 100%. It all depends on which BU you are into. I did good job also got good rating but still didn't get increment since my BU was not doing good. 
Worked on Saturday and Sunday sometimes because of deliver pressure. Late night work was normal as you have to work more than 10hrs a day....Read More"
a82b10x685,LocD,Men,Junior,05-Feb-24,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Nothing. No growth, no appraisal.
Waste of time"
a82b95x688,LocD,Men,Junior,01-Sep-24,Satisfied,Neutral,Very Dissatisfied,Neutral,0
a82b02x658,LocE,Men,Junior,09-Jun-08,Neutral,Very Satisfied,Neutral,Satisfied,"I worked here for 1.9 yrs in salesforce technology. After my project got over, i came to bench. I was told to give client interview for work location which was 35 km from my home. Since my wife was pregnant, i requested HR to give me any other project but they said that you can not say no to project. Later i was not chosen for that project. After 45 days on bench, HR called me and said that if withing 15 days you do not get any project then as per our policy, you have to resign with immediate effect. I was stunned. I said that salesforce is very trending technology and companies are looking for salesforce resources. At the same time here in CompanyX there are many resources who are on bench for longer period. But they did not listen and i was shown door withing 2 month of coming to bench. I know that it was personal as i tried to reject 1 project. Also, There was no work life balance in my project. I was forced to work for more than 10 hours and sometimes on weekends....Read More"
a80b47x651,LocA,Women,Middle,28-May-14,Satisfied,Very Satisfied,Neutral,Very Satisfied,"The supportive managers, work life balance"
a81b96x618,LocB,Women,Middle,15-Apr-05,Neutral,Neutral,Satisfied,Dissatisfied,"Bad work life balance, no support of seniors"
a81b67x605,LocF,UD,Junior,28-Nov-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Nothing I like work with CompanyA
a82b80x675,LocC,Men,Junior,18-May-21,Neutral,Neutral,Neutral,Neutral,Good
a80b29x608,LocD,Women,Middle,12-Nov-11,Neutral,Neutral,Dissatisfied,Satisfied,Learning
a80b81x626,Remote,Women,Senior,27-Sep-13,Satisfied,Satisfied,Neutral,Very Satisfied,You will defently enjoy working here. Out of all the companies CompanyX is the only one which doesn't laid off any employees in the recession times.
a80b84x672,LocC,Women,Junior,15-Jul-20,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,A better for a career growth.
a82b18x695,LocG,Men,Junior,03-Apr-07,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Work life balance and culture
a82b29x642,LocB,Men,Junior,09-May-15,Neutral,Satisfied,Neutral,Satisfied,0
a81b01x689,LocD,Men,Middle,21-Nov-11,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,0
a81b98x694,Remote,Men,Junior,21-Nov-20,Satisfied,Satisfied,Satisfied,Neutral,I always owe to this company. Such an opportunity gave to me.
a80b30x611,LocF,Women,Junior,03-Oct-16,Satisfied,Satisfied,Neutral,Satisfied,Work life balance
a81b74x689,Remote,Men,Junior,03-May-22,Satisfied,Very Satisfied,Satisfied,Satisfied,Great culture and atmosphere...
a81b62x686,Remote,Men,Junior,13-Dec-12,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Everything
a81b98x633,LocC,Men,Middle,30-Jul-05,Satisfied,Satisfied,Neutral,Satisfied,Nhtg
a81b99x619,LocE,Men,Middle,04-Mar-12,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Workload
a80b49x670,LocF,Men,Middle,20-Aug-10,Very Satisfied,Satisfied,Neutral,Very Satisfied,If the yearly hike provided was much better and if there were onshore opportunity provided then no other company can beat it in terms of job satisfaction
a82b07x640,LocB,Men,Junior,09-Feb-16,Dissatisfied,Very Satisfied,Satisfied,Satisfied,0
a80b73x686,LocC,Women,Middle,15-May-08,Satisfied,Neutral,Satisfied,Satisfied,"The training given was very wholesome. Company ensures the optimum level of knowledge to get you into a project like they have a mandate of having a recommended certification done after completing the training to get a project. 
I did not really liked the work - life balance but always first company is the best as we get the corporate experience to get 
started. The salary hike is good.  Decided based on the performance. Thanks  CompanyX for all the learning and supportive trainers....Read More"
a80b85x638,LocD,Women,Senior,08-Nov-19,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,CompanyX is the best place to work on . CompanyX helped me to improve my skills
a81b79x646,LocG,Men,Junior,21-Oct-09,Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,0
a82b34x646,LocE,Men,Junior,22-Mar-18,Very Dissatisfied,Very Satisfied,Neutral,Very Satisfied,Everything
a80b89x620,LocC,Women,Senior,23-Mar-22,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Job security
a80b45x627,Remote,Women,Senior,30-Jul-22,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Good people
a82b82x695,LocD,Women,Junior,13-Dec-08,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Nothing
a80b71x644,LocF,Women,Junior,04-Jan-22,Satisfied,Neutral,Dissatisfied,Neutral,Job security and work culture is good!
a80b65x652,LocC,Men,Junior,16-May-05,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good
a80b45x682,LocF,Women,Junior,15-May-21,Very Satisfied,Very Satisfied,Neutral,Satisfied,At CompanyX work culture is very good. If you need any leave then manager or your supervisor will not ask the reason. It is easy to reach higher management if you have any query.
a80b37x683,LocD,Women,Senior,29-Jul-19,Neutral,Neutral,Neutral,Satisfied,Work from home
a80b72x691,LocA,Men,Junior,02-Nov-16,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Nothing is there
a81b60x680,LocE,Men,Junior,08-Apr-22,Neutral,Neutral,Neutral,Neutral,Manager are not having sufficient skills and they should keenly focus on employee career and knowledge
a81b07x623,LocF,Men,Middle,08-Apr-08,Satisfied,Satisfied,Satisfied,Satisfied,Had a Good work experience with CompanyX.
a80b10x663,LocG,Women,Middle,28-Oct-13,Satisfied,Satisfied,Satisfied,Satisfied,Good to work  good culture
a82b89x652,LocE,Men,Junior,12-Jan-10,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Everything
a81b64x684,LocC,Men,Junior,02-Aug-19,Very Satisfied,Satisfied,Neutral,Satisfied,Job security and recognition time to time.
a81b88x660,LocA,Men,Junior,12-Jul-12,Dissatisfied,Very Satisfied,Dissatisfied,Satisfied,"Good place to work, if we are working in night shift we get night allowance, and also we get snacks couple of times in night shift. They provide cab at very nominal charge of 800 per month which is very helpful for the employees. Cg also provides transition opportunities to its employees to travel abroad and I have been part of 3 successful transition which I love the most. Also they have monthly, quarterly and yearly awards for the best employees which is another good initiative....Read More"
a81b00x646,LocD,Men,Middle,10-Mar-22,Satisfied,Satisfied,Satisfied,Satisfied,Some manager not good talking way
a81b42x645,LocD,Men,Middle,11-Dec-23,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,"Slow growth, and less oppurtunities."
a82b19x676,LocB,Men,Junior,06-Aug-22,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Bad working culture, long working hours, no hikes, too much of mismanagement"
a81b95x698,LocE,Women,Middle,16-Apr-07,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very good
a80b53x677,LocA,Women,Middle,20-Jun-07,Satisfied,Satisfied,Neutral,Satisfied,work life balance
a81b66x685,LocG,Women,Junior,25-Nov-19,Satisfied,Very Satisfied,Satisfied,Satisfied,Office is good. Good facilities
a81b22x670,LocD,Men,Senior,25-Aug-10,Satisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,"Their bench policy is worst, they put employees on bench but no task are assigned neither they have desktop. You have to roam around whole day doing nothing for 9 hours.
Their Hike are worst too. No hikes were given to the employees.
CG-HSBC managers are dumb they never bother to attend the issues of CG employees who are deployed atclient location.
Advice to the bench managers ... Please be polite with the employees dont consider yourself the CEO of this company....Read More"
a82b19x635,LocF,Men,Junior,07-Sep-18,Satisfied,Satisfied,Satisfied,Satisfied,"Bad Politics, Everything depends on Manager."
a81b61x674,LocF,Men,Junior,13-Aug-23,Satisfied,Satisfied,Satisfied,Very Satisfied,Team members are good
a82b35x649,LocA,UD,Junior,21-Sep-19,Very Satisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,poor carrier growth and appraisal
a81b99x699,LocB,Men,Middle,01-Nov-19,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,0
a81b62x654,LocA,Men,Junior,10-Jun-19,Satisfied,Very Satisfied,Satisfied,Satisfied,No dislikes
a80b85x672,Remote,Women,Junior,13-Sep-15,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Nothing
a80b40x663,LocG,Women,Senior,20-Oct-13,Very Satisfied,Neutral,Satisfied,Satisfied,There work place and people was niced
a80b79x665,LocB,Women,Middle,03-Jun-18,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Every thing good based on project and manager
a80b13x631,LocG,Women,Junior,13-Jan-19,Satisfied,Satisfied,Satisfied,Very Satisfied,Time management!!
a81b38x678,LocD,Women,Senior,20-Feb-24,Satisfied,Satisfied,Neutral,Satisfied,"Lots of learnings, management is good"
a80b90x685,Remote,Women,Junior,18-Nov-05,Satisfied,Neutral,Neutral,Satisfied,Micromanagement and not good cafeteria
a80b09x605,LocF,Women,Junior,06-Dec-19,Satisfied,Very Satisfied,Neutral,Satisfied,"Work atmosphere is great.
Team/people are supportive.
Get extra time to learn/upskill yourself"
a80b80x602,Remote,Women,Senior,23-Sep-14,Satisfied,Satisfied,Satisfied,Satisfied,"1. Usually 1 person remains allocated to one project at a time.
2. Work life balance.
3. Usually senior management here has been associated with the company for many consistent years and hence normally they remain compliant with HR policies and don't micro monitor etc."
a82b01x657,LocF,Men,Junior,14-Aug-07,Neutral,Dissatisfied,Dissatisfied,Neutral,"Strategically need to plan for career path of the employee. salary structure is not good compare to market.  not an employee based company.  Patni was best, Igate better and CompanyX is wrost."
a80b06x636,LocA,Women,Junior,24-Jan-17,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Good culture and work satisfied
a82b97x650,LocD,Men,Junior,14-Nov-12,Satisfied,Neutral,Neutral,Satisfied,It's a good company and have multiple opportunities to grow and job security will be there.
a81b89x614,LocA,Men,Junior,09-Nov-09,Satisfied,Very Satisfied,Satisfied,Satisfied,No promotions and hike
